0,1.60117506980896
1,1.3348639011383057
2,1.318218469619751
3,1.3149452209472656
4,1.294790267944336
5,1.2916040420532227
6,1.2870478630065918
7,1.2667415142059326
8,1.2596981525421143
9,1.2564105987548828
10,1.254370927810669
11,1.2551681995391846
12,1.2592551708221436
13,1.261049747467041
14,1.261521339416504
15,1.259474515914917
16,1.263671875
17,1.2733581066131592
18,1.4907822608947754
19,1.2604646682739258
20,1.2514994144439697
21,1.2551062107086182
22,1.2587857246398926
23,1.2561695575714111
24,1.2582049369812012
25,1.2542288303375244
26,1.2602148056030273
27,1.2600290775299072
28,1.2613000869750977
29,1.262939691543579
30,1.264610767364502
31,1.2568745613098145
32,1.2615091800689697
33,1.2211487293243408
34,1.2081689834594727
35,1.1834306716918945
36,1.1950993537902832
37,1.1806976795196533
38,1.2344355583190918
39,1.2219233512878418
40,1.1758100986480713
41,1.1882214546203613
42,1.2463712692260742
43,1.2837512493133545
44,1.2651867866516113
45,1.1964271068572998
46,1.186957836151123
47,1.2290399074554443
48,1.2565498352050781
49,1.2246997356414795
