0,0.002937793731689453
1,0.002359151840209961
3,0.0031766891479492188
5,0.0025463104248046875
7,0.002360105514526367
9,0.0025434494018554688
11,0.0024352073669433594
13,0.0025920867919921875
15,0.0026323795318603516
17,0.0024635791778564453
19,0.0029268264770507812
21,0.0024421215057373047
23,0.002743244171142578
25,0.002504110336303711
27,0.0029366016387939453
29,0.0025599002838134766
31,0.0024709701538085938
33,0.002475738525390625
35,0.002656698226928711
37,0.0028007030487060547
39,0.002629995346069336
41,0.002732992172241211
43,0.002513885498046875
45,0.0025854110717773438
47,0.0027313232421875
49,0.002698659896850586
