0,-10.061548233032227
1,-10.077857971191406
2,-10.062334060668945
3,-10.057254791259766
4,-10.054813385009766
5,-10.063260078430176
6,-10.05247974395752
7,-15.025888442993164
8,-10.061410903930664
9,-10.065160751342773
10,-10.05951976776123
11,-10.063604354858398
12,-10.059396743774414
13,-10.064323425292969
14,-15.048887252807617
15,-10.076985359191895
16,-15.020936965942383
17,-10.091690063476562
18,-15.026948928833008
19,-15.062280654907227
20,-10.082539558410645
21,-10.090590476989746
22,-10.076871871948242
23,-10.060478210449219
24,-10.058711051940918
