0,0.09592138975858688
1,3.997076419182122e-05
2,3.312441165803648e-08
3,1.3972494272707081e-08
4,1.4142659487959008e-08
5,1.3598444148499311e-08
6,1.3944855048464433e-08
7,1.3838695522849775e-08
8,1.4108894497155688e-08
9,1.3379205299202113e-08
10,1.4529272007735017e-08
11,1.497244106474227e-08
12,1.5389158392054014e-08
13,1.5240802397897824e-08
14,1.4668074754808913e-08
15,1.5634835648370426e-08
16,1.814903427543868e-08
17,1.863599230489399e-08
18,1.8419280323200837e-08
19,1.8214118213677466e-08
20,1.5832453570396865e-08
21,1.6458992391221727e-08
22,1.7923747819281743e-08
23,2.2443442659891844e-08
24,2.278516042508727e-08
25,2.302740931270364e-08
26,2.2280415734599046e-08
27,1.783691949697186e-08
28,1.686789907751063e-08
29,2.390366127258403e-08
30,2.2373448871348955e-08
31,2.6948498543788446e-08
32,3.07997218840228e-08
33,2.9531554091022372e-08
34,2.6676040931761236e-08
35,1.963124951487316e-08
36,1.7857432865753253e-08
37,2.123653786156865e-08
38,2.032547641306337e-08
39,3.158312722462142e-08
40,4.3640817182222236e-08
41,2.3750619959628239e-07
42,0.04871692508459091
43,6.209307321114466e-05
44,1.8557595467427745e-05
45,8.087215974228457e-06
46,3.958372118972875e-08
47,3.0148136431762396e-08
48,3.3426058365648714e-08
49,3.386975322428043e-08
