0,1.3484505414962769
1,1.338096022605896
2,1.3255724906921387
3,1.3178834915161133
4,1.3222064971923828
5,1.3295481204986572
6,1.3347915410995483
7,1.3357166051864624
8,1.3283638954162598
9,1.3181370496749878
10,1.3032586574554443
11,1.2894792556762695
12,1.2806602716445923
13,1.2721258401870728
14,1.2550842761993408
15,1.2319945096969604
16,1.2034213542938232
17,1.1608760356903076
18,1.111289143562317
19,1.0643028020858765
20,1.032397985458374
21,1.0366162061691284
22,1.0206553936004639
23,0.9990448355674744
24,0.9790657758712769
