0,2.795091390609741
1,5.157772779464722
2,7.504631757736206
3,9.860885381698608
4,12.215213298797607
5,14.5690176486969
6,16.90140461921692
7,19.183072090148926
8,21.460369110107422
9,23.749717712402344
10,26.0127694606781
11,28.440494060516357
12,30.912121057510376
13,33.21789813041687
14,35.49169421195984
15,37.77808737754822
16,40.046059131622314
17,42.34337067604065
18,44.613444328308105
19,46.91103911399841
20,49.20570611953735
21,51.49609375
22,53.75949025154114
23,56.04672455787659
24,58.32029581069946
25,60.60892295837402
26,62.90700340270996
27,65.1921923160553
28,67.47255992889404
29,69.77411651611328
30,72.05675482749939
31,74.34324336051941
32,76.67912030220032
33,78.97119307518005
34,81.2609269618988
35,83.61077070236206
36,86.03866934776306
37,88.54074931144714
38,90.84841203689575
39,93.165207862854
40,95.48007464408875
41,97.80864357948303
42,100.12782406806946
43,102.41369843482971
44,104.68132853507996
45,107.0027449131012
46,109.32259583473206
47,111.65461039543152
48,113.87413883209229
49,115.91260695457458
