0,-33.00433349609375
1,-36.10834884643555
2,-30.23145294189453
3,-29.7357177734375
4,-37.3023567199707
5,-35.61329650878906
6,-41.72015380859375
7,-34.27843475341797
8,-49.55921936035156
9,-46.05546188354492
10,-49.15132522583008
11,-40.57072067260742
12,-43.701133728027344
13,-36.859405517578125
14,-25.370464324951172
15,-28.66864585876465
16,-27.602245330810547
17,-31.2147159576416
18,-27.427215576171875
19,-44.96178436279297
20,-41.31383514404297
21,-56.35155487060547
22,-76.84344482421875
23,-89.08718872070312
24,-91.81185150146484
