0,0.9999017715454102
1,0.9999475479125977
2,0.9998777508735657
3,0.9999052882194519
4,0.9999001026153564
5,0.9999074339866638
6,0.9998590350151062
7,0.9998987317085266
8,0.9998893737792969
9,0.9998952746391296
10,0.9998856782913208
11,0.9998931884765625
12,0.9998788833618164
13,0.9998993277549744
14,0.9999101161956787
15,0.9999239444732666
16,0.9999121427536011
17,0.999846339225769
18,0.9998915791511536
19,0.9998620748519897
20,0.9998872876167297
21,0.9998551607131958
22,0.9998462200164795
23,0.9997735619544983
24,0.999824047088623
