0,-12.334368705749512
1,-10.692620277404785
2,-8.263978958129883
3,-6.647302627563477
4,-7.583702087402344
5,-9.89736270904541
6,-11.92581844329834
7,-12.608688354492188
8,-11.115341186523438
9,-10.121668815612793
10,-11.71777629852295
11,-13.154860496520996
12,-13.769914627075195
13,-13.2431001663208
14,-11.990224838256836
15,-11.34572982788086
16,-10.697235107421875
17,-11.330355644226074
18,-13.97795295715332
19,-15.399489402770996
20,-14.369094848632812
21,-14.424274444580078
22,-15.777728080749512
23,-16.58685874938965
24,-13.898683547973633
